Time(ms),Hall(mV),B(mT)
53072,541.9922,-0.44
53095,541.9922,-0.44
53116,541.9922,-0.44
53138,541.9922,-0.44
53159,546.8750,-0.39
53182,551.7578,-0.34
53204,556.6406,-0.29
53228,576.1719,-0.10
53251,595.7031,0.10
53272,620.1172,0.34
53295,678.7109,0.93
53316,766.6016,1.81
53338,898.4375,3.12
53360,1123.0468,5.37
53383,1484.3750,8.98
53405,2021.4843,14.35
53430,2797.8515,22.12
53453,3554.6875,29.69
53477,3979.4921,33.93
53501,3754.8828,31.69
53525,3032.2265,24.46
53549,2192.3828,16.06
53573,1538.0859,9.52
53596,1123.0468,5.37
53619,869.1406,2.83
53641,727.5391,1.42
53662,644.5313,0.59
53685,590.8203,0.05
53706,566.4063,-0.20
53728,546.8750,-0.39
53749,537.1094,-0.49
53772,537.1094,-0.49
53794,532.2266,-0.54
53818,537.1094,-0.49
53840,537.1094,-0.49
53862,541.9922,-0.44
53883,537.1094,-0.49
53905,541.9922,-0.44
53927,541.9922,-0.44
53951,541.9922,-0.44
53974,541.9922,-0.44
53995,541.9922,-0.44
54017,537.1094,-0.49
54038,541.9922,-0.44
54061,532.2266,-0.54
54084,532.2266,-0.54
54107,537.1094,-0.49
54128,546.8750,-0.39
54150,581.0547,-0.05
54172,620.1172,0.34
54195,678.7109,0.93
54216,786.1328,2.00
54238,976.5625,3.91
54260,1279.2968,6.93
54283,1777.3437,11.91
54306,2509.7656,19.24
54331,3330.0781,27.44
54354,3906.2500,33.20
54378,3886.7187,33.01
54403,3286.1328,27.00
54426,2485.3515,18.99
54451,1782.2265,11.96
54474,1293.9453,7.08
54497,996.0938,4.10
54519,825.1953,2.39
54541,722.6563,1.37
54562,649.4141,0.63
54585,615.2344,0.29
54606,585.9375,-0.00
54629,571.2891,-0.15
54651,556.6406,-0.29
54675,551.7578,-0.34
54697,546.8750,-0.39
54719,541.9922,-0.44
54740,546.8750,-0.39
54762,541.9922,-0.44
54785,541.9922,-0.44
54808,546.8750,-0.39
54831,551.7578,-0.34
54853,556.6406,-0.29
54875,561.5234,-0.24
54896,571.2891,-0.15
54919,595.7031,0.10
54941,629.8828,0.44
54963,678.7109,0.93
54984,761.7188,1.76
55007,903.3203,3.17
55028,1118.1640,5.32
55051,1489.2578,9.03
55074,2031.2500,14.45
55098,2792.9687,22.07
55121,3564.4531,29.78
55146,3959.9609,33.74
55170,3735.3515,31.49
55193,3017.5781,24.32
55218,2187.5000,16.01
55241,1533.2031,9.47
55265,1127.9296,5.42
55287,869.1406,2.83
55309,722.6563,1.37
55331,644.5313,0.59
55353,590.8203,0.05
55374,561.5234,-0.24
55397,546.8750,-0.39
55419,537.1094,-0.49
55443,537.1094,-0.49
55465,537.1094,-0.49
55487,537.1094,-0.49
55508,537.1094,-0.49
55531,541.9922,-0.44
55554,541.9922,-0.44
55577,546.8750,-0.39
55600,541.9922,-0.44
55621,541.9922,-0.44
55643,537.1094,-0.49
55664,541.9922,-0.44
55687,537.1094,-0.49
55710,532.2266,-0.54
55733,532.2266,-0.54
55754,537.1094,-0.49
55776,541.9922,-0.44
55797,551.7578,-0.34
55820,571.2891,-0.15
55843,639.6484,0.54
55865,717.7734,1.32
55886,859.3750,2.73
55909,1093.7500,5.08
55931,1474.6093,8.89
55954,2065.4296,14.79
55979,2866.2109,22.80
56002,3627.9296,30.42
56026,3964.8437,33.79
56050,3691.4062,31.05
56074,2949.2187,23.63
56097,2153.3203,15.67
56122,1547.8515,9.62
56144,1166.9921,5.81
56167,922.8516,3.37
56189,781.2500,1.95
56211,688.4766,1.02
56232,634.7656,0.49
56255,595.7031,0.10
56276,576.1719,-0.10
56299,561.5234,-0.24
56323,556.6406,-0.29
56345,546.8750,-0.39
56367,541.9922,-0.44
56388,541.9922,-0.44
56410,541.9922,-0.44
56432,541.9922,-0.44
56456,541.9922,-0.44
56478,541.9922,-0.44
56500,546.8750,-0.39
56521,551.7578,-0.34
56543,556.6406,-0.29
56565,576.1719,-0.10
56589,600.5859,0.15
56610,629.8828,0.44
56632,683.5938,0.98
56654,771.4844,1.85
56676,908.2031,3.22
56697,1123.0468,5.37
56721,1489.2578,9.03
56743,2031.2500,14.45
56767,2797.8515,22.12
56792,3569.3359,29.83
56815,3959.9609,33.74
56839,3740.2343,31.54
56863,2998.0468,24.12
56887,2182.6171,15.97
56911,1538.0859,9.52
56934,1127.9296,5.42
56956,874.0234,2.88
56979,732.4219,1.46
57000,639.6484,0.54
57022,595.7031,0.10
57044,561.5234,-0.24
57067,546.8750,-0.39
57090,537.1094,-0.49
57111,537.1094,-0.49
57133,532.2266,-0.54
57155,537.1094,-0.49
57178,537.1094,-0.49
57201,537.1094,-0.49
57224,541.9922,-0.44
57245,546.8750,-0.39
57267,546.8750,-0.39
57288,546.8750,-0.39
57311,541.9922,-0.44
57334,541.9922,-0.44
57357,532.2266,-0.54
57378,537.1094,-0.49
57400,537.1094,-0.49
57421,537.1094,-0.49
57444,541.9922,-0.44
57467,556.6406,-0.29
57490,576.1719,-0.10
57512,615.2344,0.29
57534,683.5938,0.98
57556,795.8984,2.10
57578,981.4453,3.95
57600,1289.0625,7.03
57623,1787.1093,12.01
57647,2524.4140,19.38
57670,3339.8437,27.54
57695,3906.2500,33.20
57718,3867.1875,32.81
57743,3271.4843,26.85
57766,2470.7031,18.85
57790,1772.4609,11.86
57815,1289.0625,7.03
57837,996.0938,4.10
57859,830.0781,2.44
57881,717.7734,1.32
57903,654.2969,0.68
57924,615.2344,0.29
57947,590.8203,0.05
57968,571.2891,-0.15
57990,556.6406,-0.29
58011,551.7578,-0.34
58034,546.8750,-0.39
58057,546.8750,-0.39
58080,541.9922,-0.44
58101,541.9922,-0.44
58123,546.8750,-0.39
58144,541.9922,-0.44
58167,551.7578,-0.34
58190,551.7578,-0.34
58213,561.5234,-0.24
58234,576.1719,-0.10
58257,581.0547,-0.05
58280,615.2344,0.29
58302,659.1797,0.73
58323,737.3047,1.51
58346,844.7266,2.59
58368,1020.5078,4.35
58390,1328.1250,7.42
58414,1801.7578,12.16
58437,2504.8828,19.19
58461,3305.6640,27.20
58485,3891.6015,33.06
58509,3891.6015,33.06
58532,3295.8984,27.10
58557,2470.7031,18.85
58580,1748.0468,11.62
58604,1240.2343,6.54
58628,947.2656,3.61
58649,771.4844,1.85
58671,673.8281,0.88
58693,605.4688,0.19
58715,576.1719,-0.10
58737,551.7578,-0.34
58761,546.8750,-0.39
58783,532.2266,-0.54
58805,537.1094,-0.49
58826,532.2266,-0.54
58848,541.9922,-0.44
58870,537.1094,-0.49
58894,541.9922,-0.44
58916,541.9922,-0.44
58938,541.9922,-0.44
58959,546.8750,-0.39
58981,541.9922,-0.44
59003,537.1094,-0.49
59026,537.1094,-0.49
59049,532.2266,-0.54
59072,541.9922,-0.44
59094,532.2266,-0.54
59115,537.1094,-0.49
59138,541.9922,-0.44
59160,561.5234,-0.24
59184,600.5859,0.15
59205,654.2969,0.68
59227,747.0703,1.61
59249,908.2031,3.22
59271,1162.1093,5.76
59293,1582.0312,9.96
59317,2221.6796,16.36
59340,3041.9921,24.56
59364,3745.1171,31.59
59388,3964.8437,33.79
59412,3540.0390,29.54
59436,2768.5546,21.83
59460,2011.7187,14.26
59484,1450.1953,8.64
59506,1103.5156,5.18
59530,878.9063,2.93
59551,756.8359,1.71
59573,678.7109,0.93
59595,625.0000,0.39
59617,595.7031,0.10
59638,571.2891,-0.15
59662,566.4063,-0.20
59684,556.6406,-0.29
59706,541.9922,-0.44
59727,546.8750,-0.39
59749,546.8750,-0.39
59771,546.8750,-0.39
59795,541.9922,-0.44
59817,546.8750,-0.39
59839,546.8750,-0.39
59860,551.7578,-0.34
59882,551.7578,-0.34
59905,566.4063,-0.20
59928,590.8203,0.05
59950,615.2344,0.29
59971,659.1797,0.73
59994,732.4219,1.46
60015,844.7266,2.59
60037,1020.5078,4.35
60060,1333.0078,7.47
60083,1806.6406,12.21
60106,2514.6484,19.29
60131,3305.6640,27.20
60154,3886.7187,33.01
60178,3896.4843,33.10
60203,3286.1328,27.00
60226,2470.7031,18.85
60250,1743.1640,11.57
60274,1245.1171,6.59
60297,947.2656,3.61
60318,771.4844,1.85
60341,673.8281,0.88
60362,610.3516,0.24
60384,571.2891,-0.15
60407,546.8750,-0.39
60430,537.1094,-0.49
60451,537.1094,-0.49
60473,537.1094,-0.49
60494,537.1094,-0.49
60517,541.9922,-0.44
60540,541.9922,-0.44
60563,541.9922,-0.44
60584,541.9922,-0.44
60606,541.9922,-0.44
60627,541.9922,-0.44
60650,541.9922,-0.44
60673,537.1094,-0.49
60696,541.9922,-0.44
60719,532.2266,-0.54
60740,532.2266,-0.54
60762,537.1094,-0.49
60783,537.1094,-0.49
60806,546.8750,-0.39
60829,561.5234,-0.24
60852,625.0000,0.39
60873,698.2422,1.12
60895,805.6641,2.20
60917,996.0938,4.10
60939,1308.5937,7.23
60961,1816.4062,12.30
60986,2558.5937,19.73
61009,3383.7890,27.98
61034,3920.8984,33.35
61058,3857.4218,32.71
61081,3222.6562,26.37
61106,2431.6406,18.46
61129,1752.9296,11.67
61153,1279.2968,6.93
61176,996.0938,4.10
61198,825.1953,2.39
61219,717.7734,1.32
61242,654.2969,0.68
61263,610.3516,0.24
61285,585.9375,-0.00
61308,571.2891,-0.15
61331,556.6406,-0.29
61352,546.8750,-0.39
61374,551.7578,-0.34
61396,537.1094,-0.49
61419,546.8750,-0.39
61443,537.1094,-0.49
61465,537.1094,-0.49
61487,541.9922,-0.44
61508,541.9922,-0.44
61530,551.7578,-0.34
61552,556.6406,-0.29
61576,571.2891,-0.15
61598,605.4688,0.19
61620,639.6484,0.54
61641,693.3594,1.07
61664,781.2500,1.95
61685,917.9688,3.32
61707,1152.3437,5.66
61730,1538.0859,9.52
61753,2099.6093,15.14
61776,2866.2109,22.80
61801,3623.0468,30.37
61825,3969.7265,33.84
61848,3691.4062,31.05
61873,2949.2187,23.63
61896,2148.4375,15.62
61921,1513.6718,9.28
61943,1118.1640,5.32
61966,869.1406,2.83
61988,717.7734,1.32
62010,644.5313,0.59
62031,595.7031,0.10
62054,566.4063,-0.20
62076,546.8750,-0.39
62098,537.1094,-0.49
62119,532.2266,-0.54
62141,537.1094,-0.49
62163,532.2266,-0.54
62187,537.1094,-0.49
62210,541.9922,-0.44
62231,541.9922,-0.44
62253,541.9922,-0.44
62274,541.9922,-0.44
62297,532.2266,-0.54
62320,541.9922,-0.44
62343,541.9922,-0.44
62364,541.9922,-0.44
62386,537.1094,-0.49
62407,537.1094,-0.49
62430,537.1094,-0.49
62452,541.9922,-0.44
62476,556.6406,-0.29
62498,581.0547,-0.05
62521,625.0000,0.39
62542,688.4766,1.02
62565,805.6641,2.20
62586,1005.8594,4.20
62609,1333.0078,7.47
62632,1850.5859,12.65
62656,2602.5390,20.17
62681,3422.8515,28.37
62704,3925.7812,33.40
62728,3833.0078,32.47
62752,3193.3593,26.07
62776,2392.5781,18.07
62799,1728.5156,11.43
62824,1269.5312,6.84
62846,986.3281,4.00
62868,825.1953,2.39
62891,717.7734,1.32
62912,649.4141,0.63
62934,610.3516,0.24
62956,581.0547,-0.05
62979,566.4063,-0.20
63000,556.6406,-0.29
63023,546.8750,-0.39
63046,551.7578,-0.34
63069,541.9922,-0.44
63091,541.9922,-0.44
63113,541.9922,-0.44
63134,546.8750,-0.39
63157,541.9922,-0.44
63179,546.8750,-0.39
63203,546.8750,-0.39
63225,551.7578,-0.34
63247,571.2891,-0.15
63268,600.5859,0.15
63290,639.6484,0.54
63312,703.1250,1.17
63334,781.2500,1.95
63355,937.5000,3.51
63378,1171.8750,5.86
63400,1562.5000,9.76
63423,2148.4375,15.62
63448,2919.9218,23.34
63471,3652.3437,30.66
63495,3974.6093,33.89
63519,3657.2265,30.71
63543,2915.0390,23.29
63567,2109.3750,15.23
63591,1494.1406,9.08
63613,1098.6328,5.13
63637,859.3750,2.73
63659,722.6563,1.37
63680,634.7656,0.49
63703,590.8203,0.05
63724,561.5234,-0.24
63746,546.8750,-0.39
63767,541.9922,-0.44
63790,537.1094,-0.49
63813,537.1094,-0.49
63836,537.1094,-0.49
63857,537.1094,-0.49
63879,537.1094,-0.49
63900,546.8750,-0.39
63923,541.9922,-0.44
63946,541.9922,-0.44
63969,541.9922,-0.44
63990,541.9922,-0.44
64012,546.8750,-0.39
64033,532.2266,-0.54
64056,537.1094,-0.49
64079,537.1094,-0.49
64102,541.9922,-0.44
64123,541.9922,-0.44
64145,551.7578,-0.34
64166,581.0547,-0.05
64190,625.0000,0.39
64211,698.2422,1.12
64233,815.4297,2.29
64254,1015.6250,4.30
64278,1357.4218,7.71
64301,1889.6484,13.04
64325,2656.2500,20.70
64349,3461.9140,28.76
64372,3940.4296,33.54
64397,3803.7109,32.18
64420,3164.0625,25.78
64444,2363.2812,17.77
64468,1708.9843,11.23
64492,1254.8828,6.69
64515,976.5625,3.91
64537,805.6641,2.20
64559,708.0078,1.22
64580,644.5313,0.59
64603,610.3516,0.24
64624,590.8203,0.05
64646,566.4063,-0.20
64669,556.6406,-0.29
64692,556.6406,-0.29
64713,551.7578,-0.34
64735,541.9922,-0.44
64756,546.8750,-0.39
64779,546.8750,-0.39
64802,541.9922,-0.44
64825,541.9922,-0.44
64847,541.9922,-0.44
64869,551.7578,-0.34
64890,561.5234,-0.24
64913,576.1719,-0.10
64936,590.8203,0.05
64958,620.1172,0.34
64979,668.9453,0.83
65002,747.0703,1.61
65024,869.1406,2.83
65045,1064.4531,4.78
65069,1396.4843,8.10
65091,1904.2968,13.18
65115,2626.9531,20.41
65139,3408.2031,28.22
65163,3920.8984,33.35
65186,3837.8906,32.52
65211,3212.8906,26.27
65234,2397.4609,18.11
65258,1689.4531,11.03
65283,1210.9375,6.25
65305,927.7344,3.42
65328,766.6016,1.81
65349,664.0625,0.78
65371,600.5859,0.15
65393,571.2891,-0.15
65416,551.7578,-0.34
65437,546.8750,-0.39
65459,537.1094,-0.49
65480,532.2266,-0.54
65503,541.9922,-0.44
65525,537.1094,-0.49
65549,537.1094,-0.49
65571,537.1094,-0.49
65593,541.9922,-0.44
65614,541.9922,-0.44
65636,541.9922,-0.44
65658,541.9922,-0.44
65682,541.9922,-0.44
65704,537.1094,-0.49
65726,537.1094,-0.49
65747,537.1094,-0.49
65769,537.1094,-0.49
65792,546.8750,-0.39
65815,546.8750,-0.39
65838,571.2891,-0.15
65859,629.8828,0.44
65881,698.2422,1.12
65903,825.1953,2.39
65925,1035.1562,4.49
65947,1386.7187,8.01
65971,1923.8281,13.38
65994,2700.1953,21.14
66018,3500.9765,29.15
66042,3959.9609,33.74
66066,3779.2968,31.93
66089,3110.3515,25.24
66114,2329.1015,17.43
66138,1684.5703,10.99
66161,1240.2343,6.54
66185,966.7969,3.81
66206,810.5469,2.25
66228,708.0078,1.22
66250,644.5313,0.59
66272,610.3516,0.24
66293,585.9375,-0.00
66317,566.4063,-0.20
66338,556.6406,-0.29
66360,546.8750,-0.39
66381,546.8750,-0.39
66404,546.8750,-0.39
66427,546.8750,-0.39
66450,541.9922,-0.44
66471,541.9922,-0.44
66493,546.8750,-0.39
66514,546.8750,-0.39
66537,551.7578,-0.34
66561,556.6406,-0.29
66583,576.1719,-0.10
66606,600.5859,0.15
66627,625.0000,0.39
66650,678.7109,0.93
66671,761.7188,1.76
66693,893.5547,3.08
66715,1098.6328,5.13
66738,1440.4296,8.54
66760,1972.6562,13.87
66785,2709.9609,21.24
66808,3476.5625,28.91
66832,3925.7812,33.40
66856,3789.0625,32.03
66880,3125.0000,25.39
66905,2309.5703,17.24
66928,1630.8593,10.45
66952,1171.8750,5.86
66975,898.4375,3.12
66997,751.9531,1.66
67018,654.2969,0.68
67041,605.4688,0.19
67062,571.2891,-0.15
67084,546.8750,-0.39
67106,541.9922,-0.44
67129,541.9922,-0.44
67152,532.2266,-0.54
67175,537.1094,-0.49
67196,537.1094,-0.49
67218,537.1094,-0.49
67239,537.1094,-0.49
67262,541.9922,-0.44
67286,537.1094,-0.49
67308,541.9922,-0.44
67330,541.9922,-0.44
67351,541.9922,-0.44
67373,537.1094,-0.49
67395,537.1094,-0.49
67419,537.1094,-0.49
67441,532.2266,-0.54
67464,541.9922,-0.44
67485,551.7578,-0.34
67507,576.1719,-0.10
67529,610.3516,0.24
67552,668.9453,0.83
67573,781.2500,1.95
67595,961.9141,3.76
67617,1245.1171,6.59
67640,1718.7500,11.33
67663,2416.9921,18.31
67688,3242.1875,26.56
67712,3857.4218,32.71
67736,3901.3671,33.15
67760,3364.2578,27.78
67783,2578.1250,19.92
67808,1879.8828,12.94
67831,1362.3046,7.76
67854,1049.8046,4.64
67877,849.6094,2.64
67899,732.4219,1.46
67920,659.1797,0.73
67943,620.1172,0.34
67964,590.8203,0.05
67986,576.1719,-0.10
68009,561.5234,-0.24
68031,546.8750,-0.39
68052,546.8750,-0.39
68074,541.9922,-0.44
68097,541.9922,-0.44
68119,546.8750,-0.39
68143,541.9922,-0.44
68165,541.9922,-0.44
68187,546.8750,-0.39
68208,546.8750,-0.39
68230,551.7578,-0.34
68252,571.2891,-0.15
68276,590.8203,0.05
68297,615.2344,0.29
68319,659.1797,0.73
68341,727.5391,1.42
68363,834.9609,2.49
68384,1010.7422,4.25
68408,1303.7109,7.18
68430,1752.9296,11.67
68454,2431.6406,18.46
68478,3247.0703,26.61
68502,3862.3046,32.76
68526,3940.4296,33.54
68550,3393.5546,28.08
68574,2578.1250,19.92
68597,1840.8203,12.55
68622,1308.5937,7.23
68644,986.3281,4.00
68666,795.8984,2.10
68688,678.7109,0.93
68710,615.2344,0.29
68731,585.9375,-0.00
68755,556.6406,-0.29
68776,546.8750,-0.39
68798,541.9922,-0.44
68820,532.2266,-0.54
68843,532.2266,-0.54
68867,537.1094,-0.49
68889,537.1094,-0.49
68911,541.9922,-0.44
68932,537.1094,-0.49
68954,541.9922,-0.44
68976,537.1094,-0.49
69000,546.8750,-0.39
69022,532.2266,-0.54
69044,541.9922,-0.44
69065,537.1094,-0.49
69087,532.2266,-0.54
69109,537.1094,-0.49
69133,541.9922,-0.44
69155,546.8750,-0.39
69177,561.5234,-0.24
69198,595.7031,0.10
69220,644.5313,0.59
69242,737.3047,1.51
69264,883.7891,2.98
69285,1127.9296,5.42
69309,1542.9687,9.57
69331,2148.4375,15.62
69355,2954.1015,23.68
69380,3691.4062,31.05
69403,3969.7265,33.84
69427,3632.8125,30.47
69451,2885.7421,23.00
69475,2119.1406,15.33
69499,1533.2031,9.47
69522,1152.3437,5.66
69544,917.9688,3.32
69567,776.3672,1.90
69588,688.4766,1.02
69610,634.7656,0.49
69633,600.5859,0.15
69654,581.0547,-0.05
69677,561.5234,-0.24
69699,556.6406,-0.29
69723,546.8750,-0.39
69745,541.9922,-0.44
69767,546.8750,-0.39
69788,541.9922,-0.44
69810,546.8750,-0.39
69832,546.8750,-0.39
69856,541.9922,-0.44
69878,546.8750,-0.39
69901,551.7578,-0.34
69922,561.5234,-0.24
69944,581.0547,-0.05
69966,600.5859,0.15
69989,639.6484,0.54
70010,693.3594,1.07
70032,791.0156,2.05
70054,947.2656,3.61
70076,1181.6406,5.96
70098,1577.1484,9.91
70122,2153.3203,15.67
70146,2929.6875,23.44
70170,3662.1093,30.76
70194,3989.2578,34.03
70217,3671.8750,30.86
70242,2924.8046,23.39
70265,2114.2578,15.28
70289,1489.2578,9.03
70312,1098.6328,5.13
70335,859.3750,2.73
70356,722.6563,1.37
70379,644.5313,0.59
70401,590.8203,0.05
70422,571.2891,-0.15
70446,546.8750,-0.39
70468,541.9922,-0.44
70491,532.2266,-0.54
70512,537.1094,-0.49
70534,541.9922,-0.44
70556,541.9922,-0.44
70579,537.1094,-0.49
70602,541.9922,-0.44
70625,541.9922,-0.44
70646,541.9922,-0.44
70668,541.9922,-0.44
70689,541.9922,-0.44
70712,541.9922,-0.44
70735,541.9922,-0.44
70758,541.9922,-0.44
70779,537.1094,-0.49
70801,541.9922,-0.44
70822,541.9922,-0.44
70845,556.6406,-0.29
70868,581.0547,-0.05
70891,625.0000,0.39
70913,698.2422,1.12
70935,820.3125,2.34
70957,1015.6250,4.30
70979,1372.0703,7.86
71003,1899.4140,13.13
71026,2641.6015,20.56
71050,3422.8515,28.37
71074,3916.0156,33.30
71098,3823.2421,32.37
71121,3193.3593,26.07
71146,2402.3437,18.16
71170,1728.5156,11.43
71193,1264.6484,6.79
71217,986.3281,4.00
71238,815.4297,2.29
71260,722.6563,1.37
71282,659.1797,0.73
71304,610.3516,0.24
71325,595.7031,0.10
71348,571.2891,-0.15
71369,556.6406,-0.29
71391,546.8750,-0.39
71412,551.7578,-0.34
71435,551.7578,-0.34
71458,546.8750,-0.39
71481,541.9922,-0.44
71502,541.9922,-0.44
71524,546.8750,-0.39
71545,541.9922,-0.44
71568,551.7578,-0.34
71591,556.6406,-0.29
71614,576.1719,-0.10
71636,590.8203,0.05
71658,629.8828,0.44
71681,673.8281,0.88
71702,751.9531,1.66
71724,874.0234,2.88
71746,1069.3359,4.83
71769,1406.2500,8.20
71791,1899.4140,13.13
71816,2626.9531,20.41
71839,3403.3203,28.17
71863,3916.0156,33.30
71887,3833.0078,32.47
71911,3212.8906,26.27
71936,2402.3437,18.16
71959,1699.2187,11.13
71983,1225.5859,6.40
72006,932.6172,3.47
72028,771.4844,1.85
72049,668.9453,0.83
72072,610.3516,0.24
72093,576.1719,-0.10
72116,556.6406,-0.29
72138,537.1094,-0.49
72162,537.1094,-0.49
72184,532.2266,-0.54
72206,537.1094,-0.49
72227,537.1094,-0.49
72249,541.9922,-0.44
72271,541.9922,-0.44
72295,546.8750,-0.39
72317,541.9922,-0.44
72340,541.9922,-0.44
72361,537.1094,-0.49
72383,541.9922,-0.44
72406,537.1094,-0.49
72428,537.1094,-0.49
72452,541.9922,-0.44
72474,532.2266,-0.54
72496,537.1094,-0.49
72517,546.8750,-0.39
72539,561.5234,-0.24
72561,610.3516,0.24
72584,668.9453,0.83
72605,771.4844,1.85
72627,937.5000,3.51
72649,1206.0546,6.20
72672,1645.5078,10.60
72695,2338.8671,17.53
72720,3154.2968,25.68
72743,3808.5937,32.23
72768,3940.4296,33.54
72792,3471.6796,28.86
72815,2690.4296,21.04
72840,1958.0078,13.72
72863,1420.8984,8.35
72886,1083.9843,4.98
72909,874.0234,2.88
72931,751.9531,1.66
72952,678.7109,0.93
72975,625.0000,0.39
72996,595.7031,0.10
73018,585.9375,-0.00
73041,561.5234,-0.24
73064,551.7578,-0.34
73085,541.9922,-0.44
73107,546.8750,-0.39
73129,541.9922,-0.44
73152,541.9922,-0.44
73176,546.8750,-0.39
73198,541.9922,-0.44
73220,551.7578,-0.34
73241,546.8750,-0.39
73263,556.6406,-0.29
73285,561.5234,-0.24
73309,590.8203,0.05
73330,620.1172,0.34
73352,659.1797,0.73
73374,717.7734,1.32
73396,830.0781,2.44
73417,996.0938,4.10
73440,1259.7656,6.74
73462,1689.4531,11.03
73486,2338.8671,17.53
73510,3129.8828,25.44
73534,3784.1796,31.98
73558,3945.3125,33.59
73582,3496.0937,29.10
73606,2705.0781,21.19
73629,1933.5937,13.48
73654,1381.8359,7.96
73676,1030.2734,4.44
73699,820.3125,2.34
73721,703.1250,1.17
73743,625.0000,0.39
73764,585.9375,-0.00
73788,561.5234,-0.24
73809,551.7578,-0.34
73831,541.9922,-0.44
73852,541.9922,-0.44
73875,537.1094,-0.49
73899,537.1094,-0.49
73921,537.1094,-0.49
73943,537.1094,-0.49
73964,537.1094,-0.49
73986,532.2266,-0.54
74008,537.1094,-0.49
74032,546.8750,-0.39
74054,541.9922,-0.44
74076,537.1094,-0.49
74097,537.1094,-0.49
74119,537.1094,-0.49
74141,541.9922,-0.44
74165,537.1094,-0.49
74187,537.1094,-0.49
74209,561.5234,-0.24
74230,600.5859,0.15
74252,649.4141,0.63
74274,727.5391,1.42
74296,864.2578,2.78
74317,1093.7500,5.08
74341,1484.3750,8.98
74363,2065.4296,14.79
74387,2846.6796,22.61
74412,3613.2812,30.27
74435,3964.8437,33.79
74459,3696.2890,31.10
74483,2983.3984,23.97
74507,2207.0312,16.21
74531,1596.6796,10.11
74555,1181.6406,5.96
74577,937.5000,3.51
74600,791.0156,2.05
74621,703.1250,1.17
74643,644.5313,0.59
74665,605.4688,0.19
74687,581.0547,-0.05
74710,566.4063,-0.20
74732,551.7578,-0.34
74756,551.7578,-0.34
74778,546.8750,-0.39
74800,546.8750,-0.39
74821,541.9922,-0.44
74843,546.8750,-0.39
74865,541.9922,-0.44
74889,541.9922,-0.44
74911,541.9922,-0.44
74934,551.7578,-0.34
74955,561.5234,-0.24
74977,581.0547,-0.05
74999,600.5859,0.15
75022,644.5313,0.59
75043,703.1250,1.17
75065,786.1328,2.00
75087,937.5000,3.51
75109,1162.1093,5.76
75131,1542.9687,9.57
75155,2109.3750,15.23
75179,2871.0937,22.85
75203,3608.3984,30.22
75227,3955.0781,33.69
75250,3696.2890,31.10
75275,2973.6328,23.88
75298,2167.9687,15.82
75322,1542.9687,9.57
75345,1132.8125,5.47
75368,878.9063,2.93
75389,742.1875,1.56
75412,654.2969,0.68
75433,595.7031,0.10
75455,566.4063,-0.20
75478,546.8750,-0.39
75501,541.9922,-0.44
75524,537.1094,-0.49
75545,532.2266,-0.54
75567,537.1094,-0.49
75589,532.2266,-0.54
75612,537.1094,-0.49
75635,546.8750,-0.39
75658,532.2266,-0.54
75679,537.1094,-0.49
75701,541.9922,-0.44
75722,541.9922,-0.44
75745,537.1094,-0.49
75768,541.9922,-0.44
75791,532.2266,-0.54
75812,537.1094,-0.49
75834,537.1094,-0.49
75855,541.9922,-0.44
75878,551.7578,-0.34
75900,585.9375,-0.00
75924,629.8828,0.44
75945,698.2422,1.12
75967,810.5469,2.25
75990,996.0938,4.10
76011,1318.3593,7.32
76034,1811.5234,12.26
76058,2543.9453,19.58
76082,3344.7265,27.59
76106,3896.4843,33.10
76130,3862.3046,32.76
76153,3281.2500,26.95
76178,2500.0000,19.14
76201,1811.5234,12.26
76225,1328.1250,7.42
76249,1025.3906,4.39
76271,839.8438,2.54
76293,727.5391,1.42
76315,659.1797,0.73
76337,620.1172,0.34
76358,590.8203,0.05
76381,581.0547,-0.05
76403,556.6406,-0.29
76425,551.7578,-0.34
76447,546.8750,-0.39
76471,541.9922,-0.44
76493,541.9922,-0.44
76516,541.9922,-0.44
76537,541.9922,-0.44
76559,546.8750,-0.39
76581,546.8750,-0.39
76604,551.7578,-0.34
76627,556.6406,-0.29
76650,571.2891,-0.15
76672,600.5859,0.15
76693,625.0000,0.39
76716,668.9453,0.83
76737,751.9531,1.66
76759,864.2578,2.78
76781,1059.5703,4.74
76804,1386.7187,8.01
76826,1879.8828,12.94
76851,2583.0078,19.97
76874,3374.0234,27.88
76898,3901.3671,33.15
76922,3872.0703,32.86
76946,3281.2500,26.95
76969,2465.8203,18.80
76994,1757.8125,11.72
77018,1259.7656,6.74
77041,957.0313,3.71
77063,781.2500,1.95
77084,678.7109,0.93
77106,615.2344,0.29
77128,581.0547,-0.05
77151,561.5234,-0.24
77173,541.9922,-0.44
77196,537.1094,-0.49
77219,537.1094,-0.49
77242,537.1094,-0.49
77263,537.1094,-0.49
77285,532.2266,-0.54
77307,537.1094,-0.49
77330,541.9922,-0.44
77353,541.9922,-0.44
77376,541.9922,-0.44
77398,541.9922,-0.44
77419,537.1094,-0.49
77441,541.9922,-0.44
77463,541.9922,-0.44
77487,532.2266,-0.54
77509,537.1094,-0.49
77531,537.1094,-0.49
77552,541.9922,-0.44
77574,566.4063,-0.20
77596,605.4688,0.19
77619,659.1797,0.73
77640,756.8359,1.71
77662,917.9688,3.32
77684,1186.5234,6.01
77707,1621.0937,10.35
77730,2294.9218,17.09
77755,3105.4687,25.19
