Time(ms),Hall(mV),B(mT)
24140,620.1172,0.34
24163,639.6484,0.54
24184,688.4766,1.02
24206,742.1875,1.56
24228,820.3125,2.34
24250,932.6172,3.47
24271,1088.8671,5.03
24295,1318.3593,7.32
24317,1635.7421,10.50
24341,2080.0781,14.94
24366,2636.7187,20.51
24389,3232.4218,26.46
24413,3745.1171,31.59
24437,3989.2578,34.03
24461,3842.7734,32.57
24484,3344.7265,27.59
24509,2690.4296,21.04
24532,2055.6640,14.70
24557,1542.9687,9.57
24580,1196.2890,6.10
24602,966.7969,3.81
24625,820.3125,2.34
24646,722.6563,1.37
24668,654.2969,0.68
24690,610.3516,0.24
24712,581.0547,-0.05
24734,561.5234,-0.24
24757,546.8750,-0.39
24780,541.9922,-0.44
24803,537.1094,-0.49
24824,527.3438,-0.59
24846,527.3438,-0.59
24867,527.3438,-0.59
24890,527.3438,-0.59
24912,537.1094,-0.49
24936,541.9922,-0.44
24958,537.1094,-0.49
24980,537.1094,-0.49
25001,537.1094,-0.49
25023,537.1094,-0.49
25046,532.2266,-0.54
25069,537.1094,-0.49
25092,537.1094,-0.49
25113,541.9922,-0.44
25135,532.2266,-0.54
25156,532.2266,-0.54
25179,532.2266,-0.54
25202,537.1094,-0.49
25225,532.2266,-0.54
25246,532.2266,-0.54
25268,532.2266,-0.54
25289,541.9922,-0.44
25312,551.7578,-0.34
25334,585.9375,-0.00
25358,620.1172,0.34
25379,683.5938,0.98
25401,771.4844,1.85
25423,913.0859,3.27
25445,1118.1640,5.32
25467,1425.7812,8.40
25491,1850.5859,12.65
25515,2412.1093,18.26
25539,3046.8750,24.61
25563,3613.2812,30.27
25586,3940.4296,33.54
25611,3911.1328,33.25
25634,3559.5703,29.74
25658,3012.6953,24.27
25682,2421.8750,18.36
25706,1899.4140,13.13
25730,1484.3750,8.98
25753,1186.5234,6.01
25776,981.4453,3.95
25797,849.6094,2.64
25820,756.8359,1.71
25841,693.3594,1.07
25863,654.2969,0.68
25885,629.8828,0.44
25907,605.4688,0.19
25928,590.8203,0.05
25951,581.0547,-0.05
25973,576.1719,-0.10
25996,566.4063,-0.20
26019,561.5234,-0.24
26042,561.5234,-0.24
26063,556.6406,-0.29
26085,556.6406,-0.29
26106,556.6406,-0.29
26129,551.7578,-0.34
26152,551.7578,-0.34
26175,551.7578,-0.34
26196,556.6406,-0.29
26218,556.6406,-0.29
26240,556.6406,-0.29
26262,556.6406,-0.29
26286,556.6406,-0.29
26308,551.7578,-0.34
26330,561.5234,-0.24
26351,566.4063,-0.20
26374,576.1719,-0.10
26397,581.0547,-0.05
26420,590.8203,0.05
26441,615.2344,0.29
26464,644.5313,0.59
26485,683.5938,0.98
26507,737.3047,1.51
26529,810.5469,2.25
26551,917.9688,3.32
26572,1069.3359,4.83
26596,1284.1796,6.98
26618,1577.1484,9.91
26641,1967.7734,13.82
26665,2504.8828,19.19
26689,3110.3515,25.24
26713,3662.1093,30.76
26737,3964.8437,33.79
26761,3872.0703,32.86
26784,3417.9687,28.32
26809,2792.9687,22.07
26832,2153.3203,15.67
26857,1635.7421,10.50
26881,1259.7656,6.74
26903,1010.7422,4.25
26927,844.7266,2.59
26948,737.3047,1.51
26970,664.0625,0.78
26992,615.2344,0.29
27014,585.9375,-0.00
27036,561.5234,-0.24
27059,541.9922,-0.44
27082,532.2266,-0.54
27105,527.3438,-0.59
27126,527.3438,-0.59
27148,527.3438,-0.59
27169,532.2266,-0.54
27192,532.2266,-0.54
27214,532.2266,-0.54
27238,532.2266,-0.54
27260,537.1094,-0.49
27282,537.1094,-0.49
27303,541.9922,-0.44
27326,532.2266,-0.54
27348,537.1094,-0.49
27372,532.2266,-0.54
27395,537.1094,-0.49
27416,532.2266,-0.54
27438,537.1094,-0.49
27459,532.2266,-0.54
27482,537.1094,-0.49
27505,532.2266,-0.54
27528,527.3438,-0.59
27550,532.2266,-0.54
27572,532.2266,-0.54
27593,537.1094,-0.49
27616,556.6406,-0.29
27638,590.8203,0.05
27661,620.1172,0.34
27682,678.7109,0.93
27704,766.6016,1.81
27726,893.5547,3.08
27748,1093.7500,5.08
27770,1386.7187,8.01
27794,1787.1093,12.01
27817,2329.1015,17.43
27842,2939.4531,23.53
27866,3515.6250,29.30
27889,3896.4843,33.10
27914,3940.4296,33.54
27937,3647.4609,30.61
27961,3115.2343,25.29
27985,2504.8828,19.19
28009,1953.1250,13.67
28033,1528.3203,9.42
28056,1225.5859,6.40
28079,1015.6250,4.30
28101,864.2578,2.78
28124,776.3672,1.90
28145,712.8906,1.27
28167,649.4141,0.63
28189,634.7656,0.49
28211,615.2344,0.29
28232,595.7031,0.10
28255,585.9375,-0.00
28277,576.1719,-0.10
28300,571.2891,-0.15
28323,566.4063,-0.20
28346,561.5234,-0.24
28367,561.5234,-0.24
28389,551.7578,-0.34
28410,551.7578,-0.34
28433,551.7578,-0.34
28456,556.6406,-0.29
28479,551.7578,-0.34
28500,556.6406,-0.29
28522,551.7578,-0.34
28544,551.7578,-0.34
28566,556.6406,-0.29
28590,556.6406,-0.29
28612,556.6406,-0.29
28634,556.6406,-0.29
28655,566.4063,-0.20
28677,571.2891,-0.15
28699,590.8203,0.05
28722,600.5859,0.15
28743,625.0000,0.39
28765,654.2969,0.68
28787,698.2422,1.12
28809,756.8359,1.71
28830,839.8438,2.54
28853,952.1484,3.66
28874,1113.2812,5.27
28897,1347.6562,7.62
28920,1669.9218,10.84
28944,2119.1406,15.33
28967,2685.5468,21.00
28992,3286.1328,27.00
29016,3784.1796,31.98
29040,3979.4921,33.93
29064,3754.8828,31.69
29087,3217.7734,26.32
29112,2583.0078,19.97
29135,1982.4218,13.96
29159,1528.3203,9.42
29182,1201.1718,6.15
29205,981.4453,3.95
29227,834.9609,2.49
29249,732.4219,1.46
29271,659.1797,0.73
29292,610.3516,0.24
29315,581.0547,-0.05
29337,556.6406,-0.29
29359,541.9922,-0.44
29381,537.1094,-0.49
29405,527.3438,-0.59
29427,527.3438,-0.59
29449,532.2266,-0.54
29470,532.2266,-0.54
29492,532.2266,-0.54
29514,532.2266,-0.54
29537,537.1094,-0.49
29560,532.2266,-0.54
29583,537.1094,-0.49
29604,537.1094,-0.49
29626,541.9922,-0.44
29647,541.9922,-0.44
29670,532.2266,-0.54
29693,532.2266,-0.54
29716,532.2266,-0.54
29737,537.1094,-0.49
29759,532.2266,-0.54
29780,532.2266,-0.54
29803,532.2266,-0.54
29827,532.2266,-0.54
29849,527.3438,-0.59
29871,527.3438,-0.59
29892,541.9922,-0.44
29914,561.5234,-0.24
29936,595.7031,0.10
29959,629.8828,0.44
29980,708.0078,1.22
30002,800.7813,2.15
30024,942.3828,3.56
30046,1157.2265,5.71
30068,1464.8437,8.79
30092,1879.8828,12.94
30115,2446.2890,18.60
30139,3056.6406,24.71
30163,3598.6328,30.13
30187,3935.5468,33.50
30211,3920.8984,33.35
30235,3569.3359,29.83
30259,3002.9296,24.17
30283,2387.6953,18.02
30307,1850.5859,12.65
30330,1445.3125,8.59
30354,1166.9921,5.81
30376,971.6797,3.86
30398,849.6094,2.64
30420,761.7188,1.76
30442,698.2422,1.12
30464,664.0625,0.78
30486,629.8828,0.44
30508,615.2344,0.29
30529,595.7031,0.10
30552,585.9375,-0.00
30574,576.1719,-0.10
30597,571.2891,-0.15
30619,561.5234,-0.24
30643,556.6406,-0.29
30665,551.7578,-0.34
30687,551.7578,-0.34
30708,551.7578,-0.34
30730,556.6406,-0.29
30752,546.8750,-0.39
30776,556.6406,-0.29
30798,551.7578,-0.34
30820,556.6406,-0.29
30841,556.6406,-0.29
30863,556.6406,-0.29
30885,556.6406,-0.29
30909,556.6406,-0.29
30931,556.6406,-0.29
30953,566.4063,-0.20
30974,581.0547,-0.05
30997,585.9375,-0.00
31021,605.4688,0.19
31042,625.0000,0.39
31064,659.1797,0.73
31086,693.3594,1.07
31108,751.9531,1.66
31129,820.3125,2.34
31152,927.7344,3.42
31173,1069.3359,4.83
31196,1284.1796,6.98
31219,1596.6796,10.11
31243,2041.0156,14.55
31267,2602.5390,20.17
31291,3212.8906,26.27
31314,3740.2343,31.54
31339,3969.7265,33.84
31363,3823.2421,32.37
31386,3334.9609,27.49
31411,2705.0781,21.19
31434,2094.7265,15.09
31458,1606.4453,10.20
31482,1259.7656,6.74
31505,1015.6250,4.30
31527,854.4922,2.68
31550,742.1875,1.56
31571,668.9453,0.83
31593,625.0000,0.39
31616,585.9375,-0.00
31638,561.5234,-0.24
31660,541.9922,-0.44
31682,537.1094,-0.49
31706,527.3438,-0.59
31728,532.2266,-0.54
31750,527.3438,-0.59
31771,527.3438,-0.59
31793,532.2266,-0.54
31815,537.1094,-0.49
31839,537.1094,-0.49
31861,532.2266,-0.54
31883,532.2266,-0.54
31904,532.2266,-0.54
31926,541.9922,-0.44
31948,537.1094,-0.49
31972,532.2266,-0.54
31994,532.2266,-0.54
32017,537.1094,-0.49
32038,532.2266,-0.54
32060,532.2266,-0.54
32082,527.3438,-0.59
32105,532.2266,-0.54
32129,527.3438,-0.59
32151,532.2266,-0.54
32173,532.2266,-0.54
32194,541.9922,-0.44
32216,561.5234,-0.24
32238,595.7031,0.10
32261,634.7656,0.49
32282,698.2422,1.12
32304,791.0156,2.05
32326,937.5000,3.51
32348,1132.8125,5.47
32370,1420.8984,8.35
32394,1811.5234,12.26
32417,2348.6328,17.63
32441,2944.3359,23.58
32465,3525.3906,29.39
32489,3896.4843,33.10
32514,3940.4296,33.54
32537,3618.1640,30.32
32561,3056.6406,24.71
32585,2446.2890,18.60
32609,1899.4140,13.13
32632,1484.3750,8.98
32656,1196.2890,6.10
32678,996.0938,4.10
32700,864.2578,2.78
32722,781.2500,1.95
32744,722.6563,1.37
32765,668.9453,0.83
32788,639.6484,0.54
32809,615.2344,0.29
32831,595.7031,0.10
32854,590.8203,0.05
32875,576.1719,-0.10
32898,571.2891,-0.15
32920,561.5234,-0.24
32944,561.5234,-0.24
32966,556.6406,-0.29
32988,551.7578,-0.34
33009,556.6406,-0.29
33032,551.7578,-0.34
33054,556.6406,-0.29
33078,556.6406,-0.29
33100,551.7578,-0.34
33122,551.7578,-0.34
33143,551.7578,-0.34
33166,556.6406,-0.29
33188,551.7578,-0.34
33212,556.6406,-0.29
33234,556.6406,-0.29
33256,571.2891,-0.15
33277,576.1719,-0.10
33300,585.9375,-0.00
33324,605.4688,0.19
33345,620.1172,0.34
33367,649.4141,0.63
33389,693.3594,1.07
33411,737.3047,1.51
33432,805.6641,2.20
33455,903.3203,3.17
33476,1040.0390,4.54
33499,1250.0000,6.64
33522,1542.9687,9.57
33545,1943.3593,13.57
33568,2495.1171,19.09
33593,3120.1171,25.34
33616,3671.8750,30.86
33641,3964.8437,33.79
33665,3867.1875,32.81
33688,3432.6171,28.47
33713,2841.7968,22.56
33736,2246.0937,16.60
33760,1728.5156,11.43
33784,1342.7734,7.57
33807,1079.1015,4.93
33829,888.6719,3.03
33852,766.6016,1.81
33873,693.3594,1.07
33895,625.0000,0.39
33917,590.8203,0.05
33939,566.4063,-0.20
33960,546.8750,-0.39
33983,532.2266,-0.54
34007,537.1094,-0.49
34029,532.2266,-0.54
34051,532.2266,-0.54
34072,537.1094,-0.49
34094,532.2266,-0.54
34116,537.1094,-0.49
34140,532.2266,-0.54
34162,532.2266,-0.54
34185,537.1094,-0.49
34206,537.1094,-0.49
34228,541.9922,-0.44
34250,537.1094,-0.49
34273,527.3438,-0.59
34296,537.1094,-0.49
34319,532.2266,-0.54
34340,532.2266,-0.54
34362,527.3438,-0.59
34383,527.3438,-0.59
34406,527.3438,-0.59
34429,532.2266,-0.54
34452,527.3438,-0.59
34473,532.2266,-0.54
34495,546.8750,-0.39
34516,556.6406,-0.29
34539,590.8203,0.05
34562,629.8828,0.44
34583,683.5938,0.98
34605,771.4844,1.85
34627,893.5547,3.08
34649,1074.2187,4.88
34671,1342.7734,7.57
34695,1699.2187,11.13
34718,2197.2656,16.11
34742,2788.0859,22.02
34766,3383.7890,27.98
34790,3828.1250,32.42
34813,3959.9609,33.74
34838,3715.8203,31.30
34862,3188.4765,26.02
34886,2568.3593,19.82
34910,2011.7187,14.26
34933,1572.2656,9.86
34957,1269.5312,6.84
34979,1059.5703,4.74
35002,903.3203,3.17
35024,810.5469,2.25
35046,737.3047,1.51
35067,683.5938,0.98
35090,649.4141,0.63
35111,625.0000,0.39
35133,605.4688,0.19
35155,590.8203,0.05
35177,581.0547,-0.05
35200,571.2891,-0.15
35222,566.4063,-0.20
35246,556.6406,-0.29
35268,556.6406,-0.29
35290,556.6406,-0.29
35311,551.7578,-0.34
35334,561.5234,-0.24
35356,556.6406,-0.29
35380,556.6406,-0.29
35402,556.6406,-0.29
35424,551.7578,-0.34
35445,556.6406,-0.29
35467,551.7578,-0.34
35489,551.7578,-0.34
35513,556.6406,-0.29
35535,556.6406,-0.29
35557,566.4063,-0.20
35578,576.1719,-0.10
35601,585.9375,-0.00
35624,610.3516,0.24
35646,615.2344,0.29
35667,644.5313,0.59
35690,678.7109,0.93
35712,717.7734,1.32
35733,791.0156,2.05
35756,874.0234,2.88
35777,1005.8594,4.20
35800,1210.9375,6.25
35823,1489.2578,9.03
35846,1879.8828,12.94
35869,2402.3437,18.16
35894,3022.4609,24.36
35917,3583.9843,29.98
35942,3925.7812,33.40
35965,3920.8984,33.35
35989,3554.6875,29.69
36014,2978.5156,23.93
36037,2373.0468,17.87
36061,1850.5859,12.65
36085,1430.6640,8.45
36108,1147.4609,5.61
36130,932.6172,3.47
36153,791.0156,2.05
36174,703.1250,1.17
36196,639.6484,0.54
36218,600.5859,0.15
36240,571.2891,-0.15
36261,551.7578,-0.34
36284,532.2266,-0.54
36307,527.3438,-0.59
36330,532.2266,-0.54
36352,532.2266,-0.54
36373,532.2266,-0.54
36395,527.3438,-0.59
36417,527.3438,-0.59
36441,532.2266,-0.54
36463,537.1094,-0.49
36486,537.1094,-0.49
36507,532.2266,-0.54
36529,537.1094,-0.49
36551,532.2266,-0.54
36574,537.1094,-0.49
36597,541.9922,-0.44
36620,532.2266,-0.54
36641,532.2266,-0.54
36663,537.1094,-0.49
36684,532.2266,-0.54
36707,532.2266,-0.54
36730,532.2266,-0.54
36753,532.2266,-0.54
36774,537.1094,-0.49
36796,541.9922,-0.44
36817,556.6406,-0.29
36840,590.8203,0.05
36862,625.0000,0.39
36884,678.7109,0.93
36905,751.9531,1.66
36928,864.2578,2.78
36950,1030.2734,4.44
36972,1264.6484,6.79
36996,1606.4453,10.20
37019,2089.8437,15.04
37043,2675.7812,20.90
37067,3291.0156,27.05
37091,3779.2968,31.93
37115,3974.6093,33.89
37139,3774.4140,31.88
37163,3276.3671,26.90
37187,2680.6640,20.95
37211,2094.7265,15.09
37234,1650.3906,10.64
37259,1313.4765,7.27
37281,1088.8671,5.03
37304,937.5000,3.51
37326,830.0781,2.44
37348,751.9531,1.66
37369,693.3594,1.07
37392,659.1797,0.73
37413,625.0000,0.39
37435,605.4688,0.19
37457,590.8203,0.05
37479,576.1719,-0.10
37501,566.4063,-0.20
37524,566.4063,-0.20
37548,566.4063,-0.20
37570,556.6406,-0.29
37592,556.6406,-0.29
37613,556.6406,-0.29
37636,556.6406,-0.29
37658,556.6406,-0.29
37682,561.5234,-0.24
37704,556.6406,-0.29
37726,551.7578,-0.34
37747,556.6406,-0.29
37770,551.7578,-0.34
37792,556.6406,-0.29
37816,561.5234,-0.24
37838,566.4063,-0.20
37860,566.4063,-0.20
37881,581.0547,-0.05
37904,590.8203,0.05
37926,600.5859,0.15
37948,620.1172,0.34
37969,639.6484,0.54
37992,668.9453,0.83
38013,708.0078,1.22
38035,766.6016,1.81
38057,854.4922,2.68
38079,976.5625,3.91
38100,1147.4609,5.61
38124,1416.0156,8.30
38147,1791.9921,12.06
38170,2309.5703,17.24
38195,2905.2734,23.19
38218,3481.4453,28.95
38243,3886.7187,33.01
38266,3964.8437,33.79
38290,3681.6406,30.96
38315,3164.0625,25.78
38338,2553.7109,19.68
38362,1992.1875,14.06
38386,1547.8515,9.62
38409,1210.9375,6.25
38431,991.2109,4.05
38454,825.1953,2.39
38475,727.5391,1.42
38497,649.4141,0.63
38519,605.4688,0.19
38541,581.0547,-0.05
38563,556.6406,-0.29
38587,532.2266,-0.54
38609,537.1094,-0.49
38631,527.3438,-0.59
38652,527.3438,-0.59
38674,532.2266,-0.54
38696,532.2266,-0.54
38719,537.1094,-0.49
38743,541.9922,-0.44
38765,537.1094,-0.49
38787,537.1094,-0.49
38808,537.1094,-0.49
38830,537.1094,-0.49
38852,532.2266,-0.54
38876,537.1094,-0.49
38898,532.2266,-0.54
38920,537.1094,-0.49
38941,537.1094,-0.49
38963,527.3438,-0.59
38985,532.2266,-0.54
39009,527.3438,-0.59
39031,532.2266,-0.54
39054,527.3438,-0.59
39075,532.2266,-0.54
39097,537.1094,-0.49
39119,546.8750,-0.39
39142,576.1719,-0.10
39165,600.5859,0.15
39187,644.5313,0.59
39208,703.1250,1.17
39231,791.0156,2.05
39252,913.0859,3.27
39274,1103.5156,5.18
39298,1367.1875,7.81
39320,1752.9296,11.67
39344,2275.3906,16.89
39368,2895.5078,23.10
39392,3496.0937,29.10
39416,3901.3671,33.15
39440,3950.1953,33.64
39463,3618.1640,30.32
39488,3076.1718,24.90
39512,2480.4687,18.94
39535,1948.2421,13.62
39560,1542.9687,9.57
39582,1254.8828,6.69
39605,1054.6875,4.69
39628,903.3203,3.17
39650,810.5469,2.25
39671,732.4219,1.46
39694,683.5938,0.98
39715,644.5313,0.59
39737,625.0000,0.39
39759,600.5859,0.15
39781,585.9375,-0.00
39803,581.0547,-0.05
39827,571.2891,-0.15
39848,571.2891,-0.15
39870,561.5234,-0.24
39891,556.6406,-0.29
39914,551.7578,-0.34
39938,556.6406,-0.29
39960,551.7578,-0.34
39982,556.6406,-0.29
40003,551.7578,-0.34
40025,551.7578,-0.34
40047,551.7578,-0.34
40071,556.6406,-0.29
40093,556.6406,-0.29
40115,556.6406,-0.29
40136,556.6406,-0.29
40158,566.4063,-0.20
40180,571.2891,-0.15
40204,576.1719,-0.10
40226,595.7031,0.10
40248,605.4688,0.19
40270,620.1172,0.34
40292,649.4141,0.63
40313,678.7109,0.93
40336,727.5391,1.42
40357,795.8984,2.10
40379,893.5547,3.08
40401,1049.8046,4.64
40424,1269.5312,6.84
40446,1567.3828,9.81
40470,1992.1875,14.06
40494,2548.8281,19.63
40517,3154.2968,25.68
40542,3666.9921,30.81
40565,3950.1953,33.64
40589,3896.4843,33.10
40613,3510.7421,29.25
40637,2968.7500,23.83
40662,2363.2812,17.77
40685,1821.2890,12.35
40709,1406.2500,8.20
40732,1113.2812,5.27
40755,908.2031,3.22
40776,781.2500,1.95
40799,688.4766,1.02
40820,629.8828,0.44
40842,590.8203,0.05
40864,571.2891,-0.15
40887,546.8750,-0.39
40908,541.9922,-0.44
40930,537.1094,-0.49
40951,537.1094,-0.49
40974,532.2266,-0.54
40997,532.2266,-0.54
41020,532.2266,-0.54
41042,532.2266,-0.54
41064,537.1094,-0.49
41085,537.1094,-0.49
41108,541.9922,-0.44
41131,537.1094,-0.49
41154,532.2266,-0.54
41177,537.1094,-0.49
41198,537.1094,-0.49
41220,537.1094,-0.49
41241,532.2266,-0.54
41264,527.3438,-0.59
41287,527.3438,-0.59
41310,532.2266,-0.54
41331,527.3438,-0.59
41353,527.3438,-0.59
41374,532.2266,-0.54
41397,532.2266,-0.54
41420,541.9922,-0.44
41443,566.4063,-0.20
41465,595.7031,0.10
41487,634.7656,0.49
41508,688.4766,1.02
41531,766.6016,1.81
41552,878.9063,2.93
41574,1054.6875,4.69
41597,1308.5937,7.23
41620,1665.0390,10.79
41645,2172.8515,15.87
41668,2788.0859,22.02
41692,3408.2031,28.22
41716,3867.1875,32.81
41740,3969.7265,33.84
41763,3710.9375,31.25
41788,3188.4765,26.02
41811,2583.0078,19.97
41835,2055.6640,14.70
41860,1630.8593,10.45
41883,1313.4765,7.27
41906,1093.7500,5.08
41929,927.7344,3.42
41951,830.0781,2.44
41972,751.9531,1.66
41995,688.4766,1.02
42016,654.2969,0.68
42038,625.0000,0.39
42060,600.5859,0.15
42082,585.9375,-0.00
42104,581.0547,-0.05
42128,571.2891,-0.15
42149,561.5234,-0.24
42171,561.5234,-0.24
42193,556.6406,-0.29
42216,556.6406,-0.29
42240,556.6406,-0.29
42262,556.6406,-0.29
42284,551.7578,-0.34
42305,556.6406,-0.29
42328,551.7578,-0.34
42350,551.7578,-0.34
42374,551.7578,-0.34
42396,561.5234,-0.24
42418,561.5234,-0.24
42439,566.4063,-0.20
42461,561.5234,-0.24
42483,571.2891,-0.15
42507,581.0547,-0.05
42529,590.8203,0.05
42551,595.7031,0.10
42573,615.2344,0.29
42595,639.6484,0.54
42616,668.9453,0.83
42639,717.7734,1.32
42660,791.0156,2.05
42682,883.7891,2.98
42704,1035.1562,4.49
42727,1250.0000,6.64
42749,1542.9687,9.57
42773,1943.3593,13.57
42797,2475.5859,18.90
42820,3061.5234,24.76
42845,3603.5156,30.18
42868,3930.6640,33.45
42892,3935.5468,33.50
42916,3618.1640,30.32
42940,3061.5234,24.76
42963,2460.9375,18.75
42988,1904.2968,13.18
43012,1459.9609,8.74
43035,1152.3437,5.66
43058,932.6172,3.47
43079,791.0156,2.05
43102,698.2422,1.12
43123,639.6484,0.54
43145,590.8203,0.05
43167,566.4063,-0.20
43190,551.7578,-0.34
43211,537.1094,-0.49
43233,532.2266,-0.54
43254,532.2266,-0.54
43277,532.2266,-0.54
43300,527.3438,-0.59
43323,527.3438,-0.59
43345,532.2266,-0.54
43367,537.1094,-0.49
43388,532.2266,-0.54
43411,532.2266,-0.54
43433,532.2266,-0.54
43457,537.1094,-0.49
43480,537.1094,-0.49
43501,537.1094,-0.49
43523,532.2266,-0.54
43544,537.1094,-0.49
43567,537.1094,-0.49
43590,532.2266,-0.54
43613,532.2266,-0.54
43634,527.3438,-0.59
43656,527.3438,-0.59
43677,527.3438,-0.59
43700,532.2266,-0.54
43722,546.8750,-0.39
43746,561.5234,-0.24
43768,590.8203,0.05
43790,625.0000,0.39
43811,673.8281,0.88
43834,756.8359,1.71
43855,864.2578,2.78
43877,1010.7422,4.25
43900,1254.8828,6.69
43923,1606.4453,10.20
43947,2104.4921,15.18
43971,2719.7265,21.34
43995,3349.6093,27.64
44019,3818.3593,32.32
44043,3994.1406,34.08
44066,3774.4140,31.88
44091,3286.1328,27.00
44114,2700.1953,21.14
44138,2158.2031,15.72
44163,1708.9843,11.23
44186,1367.1875,7.81
44209,1132.8125,5.47
44232,966.7969,3.81
44254,839.8438,2.54
44275,761.7188,1.76
44298,708.0078,1.22
44319,664.0625,0.78
44341,625.0000,0.39
44363,605.4688,0.19
44385,595.7031,0.10
44406,576.1719,-0.10
44430,576.1719,-0.10
44452,571.2891,-0.15
44474,556.6406,-0.29
44496,556.6406,-0.29
44520,556.6406,-0.29
44542,556.6406,-0.29
44564,556.6406,-0.29
44585,556.6406,-0.29
44607,546.8750,-0.39
44630,551.7578,-0.34
44653,551.7578,-0.34
44676,551.7578,-0.34
44697,556.6406,-0.29
44719,556.6406,-0.29
44740,561.5234,-0.24
44763,561.5234,-0.24
44786,566.4063,-0.20
44809,576.1719,-0.10
44831,590.8203,0.05
44853,590.8203,0.05
44875,605.4688,0.19
44897,634.7656,0.49
44918,654.2969,0.68
44941,688.4766,1.02
44962,747.0703,1.61
44984,825.1953,2.39
45006,937.5000,3.51
45028,1113.2812,5.27
45050,1352.5390,7.67
45074,1689.4531,11.03
45097,2153.3203,15.67
45121,2714.8437,21.29
45146,3286.1328,27.00
45169,3754.8828,31.69
45193,3979.4921,33.93
45217,3862.3046,32.76
45241,3447.2656,28.61
45265,2832.0312,22.46
45289,2226.5625,16.41
45313,1704.1015,11.18
45337,1313.4765,7.27
45360,1044.9218,4.59
45382,864.2578,2.78
45405,747.0703,1.61
45426,668.9453,0.83
45448,625.0000,0.39
45470,590.8203,0.05
45492,566.4063,-0.20
45513,546.8750,-0.39
45536,532.2266,-0.54
45558,532.2266,-0.54
45582,532.2266,-0.54
45604,527.3438,-0.59
45626,532.2266,-0.54
45647,532.2266,-0.54
45669,532.2266,-0.54
45691,541.9922,-0.44
45715,532.2266,-0.54
45737,537.1094,-0.49
45759,537.1094,-0.49
45780,537.1094,-0.49
45802,532.2266,-0.54
45825,537.1094,-0.49
45848,532.2266,-0.54
45871,532.2266,-0.54
45892,537.1094,-0.49
45914,532.2266,-0.54
45935,537.1094,-0.49
45958,527.3438,-0.59
45980,532.2266,-0.54
46004,532.2266,-0.54
46026,537.1094,-0.49
46048,546.8750,-0.39
46069,571.2891,-0.15
46091,600.5859,0.15
46113,644.5313,0.59
46135,703.1250,1.17
46156,791.0156,2.05
46179,917.9688,3.32
46200,1108.3984,5.22
46223,1391.6015,8.06
46246,1796.8750,12.11
46270,2358.3984,17.72
46294,2988.2812,24.02
46318,3588.8671,30.03
46342,3940.4296,33.54
46365,3940.4296,33.54
46390,3613.2812,30.27
46413,3081.0546,24.95
46437,2509.7656,19.24
46461,1997.0703,14.11
46485,1582.0312,9.96
46509,1289.0625,7.03
46531,1069.3359,4.83
46554,913.0859,3.27
46576,805.6641,2.20
46598,737.3047,1.51
46619,683.5938,0.98
46642,644.5313,0.59
46663,620.1172,0.34
46685,605.4688,0.19
46707,585.9375,-0.00
46730,581.0547,-0.05
46752,576.1719,-0.10
46776,561.5234,-0.24
46798,561.5234,-0.24
46820,556.6406,-0.29
46841,556.6406,-0.29
46863,556.6406,-0.29
46885,556.6406,-0.29
46909,556.6406,-0.29
46931,561.5234,-0.24
46953,551.7578,-0.34
46974,551.7578,-0.34
46996,551.7578,-0.34
47019,561.5234,-0.24
47042,561.5234,-0.24
47065,566.4063,-0.20
47086,566.4063,-0.20
47108,571.2891,-0.15
47130,576.1719,-0.10
47154,585.9375,-0.00
47176,600.5859,0.15
47198,615.2344,0.29
47220,639.6484,0.54
47242,668.9453,0.83
47263,722.6563,1.37
47286,795.8984,2.10
47307,888.6719,3.03
47329,1030.2734,4.44
47352,1235.3515,6.49
47375,1523.4375,9.37
47397,1909.1796,13.23
47422,2407.2265,18.21
47446,2983.3984,23.97
47469,3530.2734,29.44
47494,3901.3671,33.15
47517,3969.7265,33.84
47541,3701.1718,31.15
47565,3168.9453,25.83
47589,2539.0625,19.53
47613,1958.0078,13.72
47637,1499.0234,9.13
47660,1171.8750,5.86
47683,952.1484,3.66
47705,810.5469,2.25
47726,712.8906,1.27
47749,639.6484,0.54
47770,610.3516,0.24
47792,571.2891,-0.15
47814,551.7578,-0.34
47838,546.8750,-0.39
47860,532.2266,-0.54
47882,532.2266,-0.54
47903,532.2266,-0.54
47925,532.2266,-0.54
47947,537.1094,-0.49
47971,537.1094,-0.49
47993,532.2266,-0.54
48016,537.1094,-0.49
48037,532.2266,-0.54
48059,527.3438,-0.59
48081,532.2266,-0.54
48104,532.2266,-0.54
48128,537.1094,-0.49
48150,537.1094,-0.49
48172,532.2266,-0.54
48193,537.1094,-0.49
48215,537.1094,-0.49
48237,532.2266,-0.54
48261,532.2266,-0.54
48283,532.2266,-0.54
48305,532.2266,-0.54
48326,537.1094,-0.49
48348,541.9922,-0.44
48370,561.5234,-0.24
48394,585.9375,-0.00
48416,620.1172,0.34
48438,664.0625,0.78
48460,742.1875,1.56
48482,844.7266,2.59
48503,1005.8594,4.20
48527,1254.8828,6.69
48549,1606.4453,10.20
48573,2099.6093,15.14
48598,2709.9609,21.24
48621,3325.1953,27.39
48645,3803.7109,32.18
48669,3984.3750,33.98
48693,3803.7109,32.18
48716,3364.2578,27.78
48741,2802.7343,22.17
48764,2255.8593,16.70
48788,1787.1093,12.01
48813,1420.8984,8.35
48835,1166.9921,5.81
48859,976.5625,3.91
